target_country,shock_id,comparison_type,target_profile,other_profile,other_countries,dimension,target_level,other_level,target_minus_other,dimension_relation
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-1-4-3-3,FRA,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-1-4-3-3,FRA,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-1-4-3-3,FRA,R&D intensity,3,4,-1,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-1-4-3-3,FRA,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,1-1-4-3-3,FRA,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-1-1-1-5,ZAF,Debt capacity,3,3,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,3-1-1-1-5,ZAF,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-1-1-1-5,ZAF,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-1-1-1-5,ZAF,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-1-1-1-5,ZAF,Energy security,5,5,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,3-2-1-2-3,SVK,Debt capacity,3,3,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,3-2-1-2-3,SVK,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-2-1-2-3,SVK,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-2-1-2-3,SVK,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,3-2-1-2-3,SVK,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-1-2-1-2,TUR,Debt capacity,3,5,-2,target_weaker
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-1-2-1-2,TUR,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-1-2-1-2,TUR,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-1-2-1-2,TUR,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_incomparable,3-3-3-5-5,5-1-2-1-2,TUR,Energy security,5,2,3,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-1-1-5,COL,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-1-1-5,COL,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-1-1-5,COL,R&D intensity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-1-1-5,COL,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-1-1-5,COL,Energy security,5,5,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,2-2-2-1-3,HRV,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-2-2-1-3,HRV,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-2-2-1-3,HRV,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-2-2-1-3,HRV,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-2-2-1-3,HRV,Energy security,5,3,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-2-3-2-1,PRT,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-2-3-2-1,PRT,Employment strength,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-2-3-2-1,PRT,R&D intensity,3,3,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,1-2-3-2-1,PRT,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-2-3-2-1,PRT,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-2-3-1,ESP,Debt capacity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-2-3-1,ESP,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-2-3-1,ESP,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-2-3-1,ESP,Human capital,5,3,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,2-1-2-3-1,ESP,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-2-2-1,GRC,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-2-2-1,GRC,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-2-2-1,GRC,R&D intensity,3,2,1,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-2-2-1,GRC,Human capital,5,2,3,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-2-2-1,GRC,Energy security,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-3-1-1,ITA,Debt capacity,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-3-1-1,ITA,Employment strength,3,1,2,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-3-1-1,ITA,R&D intensity,3,3,0,equal
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-3-1-1,ITA,Human capital,5,1,4,target_stronger
CAN,2019,target_vs_dominated,3-3-3-5-5,1-1-3-1-1,ITA,Energy security,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-5-5-5,USA,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-5-5-5,USA,Employment strength,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-5-5-5,USA,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-5-5-5,USA,Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-5-5-5,USA,Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-4-5,EST,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-4-5,EST,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-4-5,EST,R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-4-5,EST,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-4-5,EST,Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-5-4-3,CHE,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-5-4-3,CHE,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-5-4-3,CHE,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-5-4-3,CHE,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-5-4-3,CHE,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-5-5-1,KOR,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-5-5-1,KOR,Employment strength,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-5-5-1,KOR,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-5-5-1,KOR,Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-5-5-1,KOR,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-4-5-4,GBR,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-4-5-4,GBR,Employment strength,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-4-5-4,GBR,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-4-5-4,GBR,Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-5-4-5-4,GBR,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-3-3-5-5,"AUS, CAN",Debt capacity,3,3,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-3-3-5-5,"AUS, CAN",Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-3-3-5-5,"AUS, CAN",R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-3-3-5-5,"AUS, CAN",Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-3-3-5-5,"AUS, CAN",Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-5-4-4,SWE,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-5-4-4,SWE,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-5-4-4,SWE,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-5-4-4,SWE,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-5-4-4,SWE,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-3-4,NZL,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-3-4,NZL,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-3-4,NZL,R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-3-4,NZL,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-3-3-4,NZL,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-5-4-1-4,CZE,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-5-4-1-4,CZE,Employment strength,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-5-4-1-4,CZE,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-5-4-1-4,CZE,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-5-4-1-4,CZE,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-3-4-3-4,DNK,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-3-4-3-4,DNK,Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-3-4-3-4,DNK,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-3-4-3-4,DNK,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-3-4-3-4,DNK,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-4-4-2,NLD,Debt capacity,3,3,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-4-4-2,NLD,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-4-4-2,NLD,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-4-4-2,NLD,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-4-4-2,NLD,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-4-4-4,FIN,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-4-4-4,FIN,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-4-4-4,FIN,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-4-4-4,FIN,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-4-4-4,FIN,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-2-5-2,IRL,Debt capacity,3,3,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-2-5-2,IRL,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-2-5-2,IRL,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-2-5-2,IRL,Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-4-2-5-2,IRL,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-2-2-3,POL,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-2-2-3,POL,Employment strength,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-2-2-3,POL,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-2-2-3,POL,Human capital,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-5-2-2-3,POL,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-3-2-5-1,LUX,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-3-2-5-1,LUX,Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-3-2-5-1,LUX,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-3-2-5-1,LUX,Human capital,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-3-2-5-1,LUX,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-1-2-4,BGR,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-1-2-4,BGR,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-1-2-4,BGR,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-1-2-4,BGR,Human capital,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-4-1-2-4,BGR,Energy security,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-4-3-3,SVN,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-4-3-3,SVN,Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-4-3-3,SVN,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-4-3-3,SVN,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-4-3-3,SVN,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-5-3-2,AUT,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-5-3-2,AUT,Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-5-3-2,AUT,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-5-3-2,AUT,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-3-5-3-2,AUT,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-4-1-1-5,ROU,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-4-1-1-5,ROU,Employment strength,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-4-1-1-5,ROU,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-4-1-1-5,ROU,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-4-1-1-5,ROU,Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-3-5-4-1,BEL,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-3-5-4-1,BEL,Employment strength,5,3,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-3-5-4-1,BEL,R&D intensity,5,5,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-3-5-4-1,BEL,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-3-5-4-1,BEL,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,2-5-3-2-2,HUN,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,2-5-3-2-2,HUN,Employment strength,5,5,0,equal
DEU,2019,target_vs_dominated,3-5-5-2-2,2-5-3-2-2,HUN,R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,2-5-3-2-2,HUN,Human capital,2,2,0,equal
DEU,2019,target_vs_dominated,3-5-5-2-2,2-5-3-2-2,HUN,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-3-3,LVA,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-3-3,LVA,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-3-3,LVA,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-3-3,LVA,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-3-3,LVA,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-4-2,LTU,Debt capacity,3,4,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-4-2,LTU,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-4-2,LTU,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-4-2,LTU,Human capital,2,4,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,4-2-1-4-2,LTU,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-1-4-3-3,FRA,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-1-4-3-3,FRA,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-1-4-3-3,FRA,R&D intensity,5,4,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-1-4-3-3,FRA,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,1-1-4-3-3,FRA,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-1-1-1-5,ZAF,Debt capacity,3,3,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-1-1-1-5,ZAF,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-1-1-1-5,ZAF,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-1-1-1-5,ZAF,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-1-1-1-5,ZAF,Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-2-1-2-3,SVK,Debt capacity,3,3,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-2-1-2-3,SVK,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-2-1-2-3,SVK,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-2-1-2-3,SVK,Human capital,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,3-2-1-2-3,SVK,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-1-2-1-2,TUR,Debt capacity,3,5,-2,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-1-2-1-2,TUR,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-1-2-1-2,TUR,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-1-2-1-2,TUR,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,5-1-2-1-2,TUR,Energy security,2,2,0,equal
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-1-1-5,COL,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-1-1-5,COL,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-1-1-5,COL,R&D intensity,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-1-1-5,COL,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-1-1-5,COL,Energy security,2,5,-3,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-2-1-3,HRV,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-2-1-3,HRV,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-2-1-3,HRV,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-2-1-3,HRV,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-2-2-1-3,HRV,Energy security,2,3,-1,target_weaker
DEU,2019,target_vs_dominated,3-5-5-2-2,1-2-3-2-1,PRT,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-2-3-2-1,PRT,Employment strength,5,2,3,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-2-3-2-1,PRT,R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-2-3-2-1,PRT,Human capital,2,2,0,equal
DEU,2019,target_vs_dominated,3-5-5-2-2,1-2-3-2-1,PRT,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-2-3-1,ESP,Debt capacity,3,2,1,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-2-3-1,ESP,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-2-3-1,ESP,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-2-3-1,ESP,Human capital,2,3,-1,target_weaker
DEU,2019,target_vs_incomparable,3-5-5-2-2,2-1-2-3-1,ESP,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-2-2-1,GRC,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-2-2-1,GRC,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-2-2-1,GRC,R&D intensity,5,2,3,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-2-2-1,GRC,Human capital,2,2,0,equal
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-2-2-1,GRC,Energy security,2,1,1,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-3-1-1,ITA,Debt capacity,3,1,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-3-1-1,ITA,Employment strength,5,1,4,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-3-1-1,ITA,R&D intensity,5,3,2,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-3-1-1,ITA,Human capital,2,1,1,target_stronger
DEU,2019,target_vs_dominated,3-5-5-2-2,1-1-3-1-1,ITA,Energy security,2,1,1,target_stronger
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-5-5-5,USA,Debt capacity,1,1,0,equal
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-5-5-5,USA,Employment strength,1,5,-4,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-5-5-5,USA,R&D intensity,4,5,-1,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-5-5-5,USA,Human capital,3,5,-2,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-5-5-5,USA,Energy security,3,5,-2,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,5-4-3-4-5,EST,Debt capacity,1,5,-4,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,5-4-3-4-5,EST,Employment strength,1,4,-3,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,5-4-3-4-5,EST,R&D intensity,4,3,1,target_stronger
FRA,2019,target_vs_incomparable,1-1-4-3-3,5-4-3-4-5,EST,Human capital,3,4,-1,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,5-4-3-4-5,EST,Energy security,3,5,-2,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,5-4-5-4-3,CHE,Debt capacity,1,5,-4,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,5-4-5-4-3,CHE,Employment strength,1,4,-3,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,5-4-5-4-3,CHE,R&D intensity,4,5,-1,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,5-4-5-4-3,CHE,Human capital,3,4,-1,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,5-4-5-4-3,CHE,Energy security,3,3,0,equal
FRA,2019,target_vs_incomparable,1-1-4-3-3,4-5-5-5-1,KOR,Debt capacity,1,4,-3,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,4-5-5-5-1,KOR,Employment strength,1,5,-4,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,4-5-5-5-1,KOR,R&D intensity,4,5,-1,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,4-5-5-5-1,KOR,Human capital,3,5,-2,target_weaker
FRA,2019,target_vs_incomparable,1-1-4-3-3,4-5-5-5-1,KOR,Energy security,3,1,2,target_stronger
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-4-5-4,GBR,Debt capacity,1,1,0,equal
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-4-5-4,GBR,Employment strength,1,5,-4,target_weaker
FRA,2019,target_vs_dominator,1-1-4-3-3,1-5-4-5-4,GBR,R&D intensity,4,4,0,equal
